TransactionID,CustomerID,TransactionDate,TransactionValue,ProductCategory,PaymentMethod,CustomerGender,CustomerAgeGroup,Region
TRANS036115,CUST00700,12/18/2024,336603,Beauty,E-Wallet,Female,36-50,Bandung
TRANS036116,CUST01441,5/2/2024,3437753,Sport,E-Wallet,Female,26-35,Surabaya
TRANS036117,CUST01681,12/31/2023,1906021,Sport,Bank Transfer,Male,36-50,Medan
TRANS036118,CUST01447,5/21/2024,3419233,Electronics,Bank Transfer,Female,36-50,Yogyakarta
TRANS036119,CUST00055,5/11/2024,623841,Sport,Bank Transfer,Female,36-50,Surabaya
TRANS036120,CUST00062,7/8/2024,638901,Home,Credit Card,Male,26-35,Bandung
TRANS036121,CUST00937,1/5/2023,1045274,Beauty,Credit Card,Male,36-50,Bandung
TRANS036122,CUST00586,2/5/2024,2874949,Beauty,E-Wallet,Male,26-35,Medan
TRANS036123,CUST01839,11/12/2024,3994629,Fashion,Credit Card,Female,>50,Surabaya
TRANS036124,CUST01134,11/13/2023,2832467,Home,E-Wallet,Male,26-35,Bandung
TRANS036125,CUST01347,9/7/2023,1992490,Sport,Credit Card,Male,18-25,Yogyakarta
TRANS036126,CUST00534,3/20/2024,610431,Home,E-Wallet,Female,18-25,Yogyakarta
TRANS036127,CUST01455,10/10/2024,2891507,Electronics,Bank Transfer,Male,>50,Jakarta
TRANS036128,CUST00842,3/6/2024,4143675,Beauty,Bank Transfer,Female,36-50,Jakarta
TRANS036129,CUST01578,12/19/2024,4597822,Home,E-Wallet,Female,26-35,Medan
TRANS036130,CUST01434,2/7/2024,2196822,Beauty,Credit Card,Female,26-35,Jakarta
TRANS036131,CUST01054,9/19/2024,1897446,Electronics,Credit Card,Female,18-25,Medan
TRANS036132,CUST00317,4/5/2023,4983586,Home,Credit Card,Male,18-25,Jakarta
TRANS036133,CUST01322,7/2/2023,3056390,Fashion,Bank Transfer,Male,18-25,Surabaya
TRANS036134,CUST00683,8/7/2024,572723,Beauty,Bank Transfer,Male,18-25,Bandung
TRANS036135,CUST01073,9/22/2024,2656744,Electronics,E-Wallet,Male,26-35,Denpasar
TRANS036136,CUST01712,2/24/2023,980179,Sport,Bank Transfer,Male,36-50,Medan
TRANS036137,CUST00062,2/26/2023,1772199,Beauty,Credit Card,Male,26-35,Bandung
TRANS036138,CUST01338,4/19/2023,4102972,Beauty,E-Wallet,Female,36-50,Jakarta
TRANS036139,CUST00643,3/25/2023,3493842,Fashion,Bank Transfer,Male,36-50,Yogyakarta
TRANS036140,CUST00268,1/4/2023,1999118,Electronics,Credit Card,Female,36-50,Medan
TRANS036141,CUST00103,6/2/2023,2181789,Fashion,Bank Transfer,Male,18-25,Bandung
TRANS036142,CUST01489,7/15/2023,691096,Home,E-Wallet,Male,18-25,Medan
TRANS036143,CUST00689,12/21/2024,4112350,Beauty,Bank Transfer,Female,26-35,Bandung
TRANS036144,CUST01541,12/19/2024,1144654,Fashion,Bank Transfer,Female,18-25,Surabaya
TRANS036145,CUST00377,10/4/2023,3109651,Sport,Bank Transfer,Female,26-35,Medan
TRANS036146,CUST00329,3/1/2024,673077,Sport,Bank Transfer,Male,26-35,Surabaya
TRANS036147,CUST00553,4/19/2024,322593,Sport,Bank Transfer,Female,36-50,Bandung
TRANS036148,CUST01333,10/8/2024,3565124,Beauty,E-Wallet,Male,18-25,Jakarta
TRANS036149,CUST00111,9/28/2024,4453599,Electronics,Credit Card,Male,18-25,Denpasar
TRANS036150,CUST00773,4/1/2024,894187,Sport,Bank Transfer,Male,36-50,Medan
TRANS036151,CUST00052,6/11/2023,4137828,Sport,E-Wallet,Female,26-35,Yogyakarta
TRANS036152,CUST00149,1/6/2023,3534643,Sport,E-Wallet,Male,26-35,Jakarta
TRANS036153,CUST00531,6/1/2024,3171612,Home,Bank Transfer,Female,26-35,Bandung
TRANS036154,CUST00056,4/26/2024,3302012,Beauty,Credit Card,Female,26-35,Jakarta
TRANS036155,CUST00048,6/20/2023,3922317,Beauty,Credit Card,Female,36-50,Denpasar
TRANS036156,CUST01461,7/2/2023,208720,Sport,E-Wallet,Male,18-25,Denpasar
TRANS036157,CUST01174,1/31/2024,2601275,Sport,E-Wallet,Male,18-25,Yogyakarta
TRANS036158,CUST01122,8/15/2023,4393282,Fashion,Credit Card,Female,18-25,Medan
TRANS036159,CUST01510,10/18/2024,1891059,Home,Credit Card,Female,18-25,Bandung
TRANS036160,CUST01807,12/15/2024,1077609,Fashion,Bank Transfer,Female,26-35,Surabaya
TRANS036161,CUST01633,8/13/2023,3956370,Sport,Bank Transfer,Female,26-35,Denpasar
TRANS036162,CUST01645,3/24/2024,3262761,Sport,E-Wallet,Male,36-50,Medan
TRANS036163,CUST01461,2/23/2023,3051469,Beauty,Credit Card,Male,18-25,Denpasar
TRANS036164,CUST00413,11/18/2023,2038294,Fashion,Credit Card,Female,26-35,Surabaya
TRANS036165,CUST00940,5/28/2023,675901,Fashion,Credit Card,Female,18-25,Yogyakarta
TRANS036166,CUST01676,1/29/2023,843290,Sport,E-Wallet,Male,18-25,Jakarta
TRANS036167,CUST00770,10/4/2023,4936627,Sport,Bank Transfer,Female,26-35,Medan
TRANS036168,CUST00127,5/21/2023,2465714,Sport,Credit Card,Female,26-35,Medan
TRANS036169,CUST01772,3/12/2024,2676946,Beauty,Credit Card,Female,>50,Yogyakarta
TRANS036170,CUST01843,9/6/2024,4443969,Electronics,Bank Transfer,Male,26-35,Bandung
TRANS036171,CUST00538,10/16/2023,3012660,Beauty,Credit Card,Male,18-25,Jakarta
TRANS036172,CUST00534,12/29/2023,652455,Beauty,Bank Transfer,Female,18-25,Yogyakarta
TRANS036173,CUST00763,12/2/2023,4329794,Fashion,Credit Card,Male,26-35,Jakarta
TRANS036174,CUST00243,8/21/2023,1864556,Sport,Bank Transfer,Female,26-35,Medan
TRANS036175,CUST00274,8/8/2024,2736551,Home,E-Wallet,Female,26-35,Denpasar
TRANS036176,CUST00083,4/4/2024,4020257,Fashion,Credit Card,Male,26-35,Surabaya
TRANS036177,CUST01482,2/12/2023,822884,Electronics,E-Wallet,Male,26-35,Yogyakarta
TRANS036178,CUST01364,4/18/2023,4854752,Sport,E-Wallet,Female,18-25,Jakarta
TRANS036179,CUST01121,2/16/2023,4593014,Electronics,Credit Card,Female,18-25,Jakarta
TRANS036180,CUST00148,11/13/2024,4984712,Electronics,Bank Transfer,Female,26-35,Surabaya
TRANS036181,CUST00643,2/9/2024,418037,Home,Bank Transfer,Male,36-50,Yogyakarta
TRANS036182,CUST00652,12/8/2023,2070052,Beauty,Bank Transfer,Female,26-35,Medan
TRANS036183,CUST00092,8/15/2024,4119723,Sport,Credit Card,Female,>50,Medan
TRANS036184,CUST00380,2/10/2024,4590446,Fashion,Bank Transfer,Male,36-50,Bandung
TRANS036185,CUST01130,3/10/2024,1917144,Home,Bank Transfer,Male,36-50,Surabaya
TRANS036186,CUST00612,6/13/2023,4793847,Beauty,Credit Card,Female,18-25,Jakarta
TRANS036187,CUST01617,10/15/2023,1861345,Sport,Credit Card,Female,26-35,Surabaya
TRANS036188,CUST00640,9/2/2024,1786947,Fashion,E-Wallet,Male,36-50,Yogyakarta
TRANS036189,CUST01705,5/5/2023,2467609,Electronics,Credit Card,Male,>50,Surabaya
TRANS036190,CUST01411,11/9/2023,4616771,Fashion,Bank Transfer,Male,26-35,Jakarta
TRANS036191,CUST01042,1/31/2024,4534126,Beauty,E-Wallet,Female,>50,Medan
TRANS036192,CUST00461,8/6/2024,4840345,Home,Bank Transfer,Male,>50,Bandung
TRANS036193,CUST00462,12/27/2024,608923,Sport,Credit Card,Female,36-50,Bandung
TRANS036194,CUST01942,5/29/2024,3309409,Beauty,Credit Card,Male,36-50,Medan
TRANS036195,CUST01404,9/5/2024,2625154,Home,E-Wallet,Female,26-35,Jakarta
TRANS036196,CUST01482,1/11/2023,1628494,Home,Credit Card,Male,26-35,Yogyakarta
TRANS036197,CUST01771,6/21/2024,309971,Sport,E-Wallet,Female,26-35,Denpasar
TRANS036198,CUST01641,10/26/2024,2188420,Sport,Credit Card,Female,18-25,Surabaya
TRANS036199,CUST01538,5/11/2023,1723488,Fashion,Credit Card,Female,26-35,Denpasar
TRANS036200,CUST01399,10/16/2023,4529266,Sport,E-Wallet,Female,18-25,Bandung
TRANS036201,CUST01597,7/27/2023,3889142,Electronics,E-Wallet,Male,18-25,Yogyakarta
TRANS036202,CUST00096,12/4/2024,637403,Sport,Bank Transfer,Female,36-50,Yogyakarta
TRANS036203,CUST00687,10/19/2024,1620922,Beauty,Credit Card,Female,18-25,Yogyakarta
TRANS036204,CUST00060,11/19/2023,57882,Fashion,Bank Transfer,Male,26-35,Surabaya
TRANS036205,CUST00141,4/14/2024,1726381,Beauty,Credit Card,Female,36-50,Surabaya
TRANS036206,CUST01958,7/26/2024,128180,Fashion,E-Wallet,Male,26-35,Medan
TRANS036207,CUST01033,2/4/2024,4715371,Fashion,Bank Transfer,Male,36-50,Denpasar
TRANS036208,CUST00718,4/16/2023,777313,Sport,E-Wallet,Female,>50,Medan
TRANS036209,CUST00335,9/13/2023,623244,Fashion,E-Wallet,Male,18-25,Denpasar
TRANS036210,CUST01657,4/10/2024,4103312,Fashion,E-Wallet,Female,26-35,Medan
TRANS036211,CUST00889,3/10/2024,4321885,Fashion,Credit Card,Male,36-50,Jakarta
TRANS036212,CUST00900,2/12/2023,3108356,Beauty,Bank Transfer,Male,18-25,Bandung
TRANS036213,CUST01162,5/11/2024,4381922,Electronics,E-Wallet,Male,18-25,Bandung
TRANS036214,CUST01120,6/9/2024,4809335,Home,Credit Card,Male,18-25,Surabaya
TRANS036215,CUST00859,6/3/2024,1684503,Beauty,Bank Transfer,Female,18-25,Jakarta
TRANS036216,CUST01080,5/10/2023,4296598,Sport,Bank Transfer,Female,>50,Jakarta
TRANS036217,CUST00046,1/20/2023,931518,Home,E-Wallet,Female,36-50,Bandung
TRANS036218,CUST00047,10/7/2023,2943130,Fashion,Bank Transfer,Male,18-25,Medan
TRANS036219,CUST00688,12/23/2023,4780472,Beauty,E-Wallet,Male,26-35,Yogyakarta
TRANS036220,CUST00367,11/13/2024,1549636,Home,Credit Card,Female,18-25,Denpasar
TRANS036221,CUST00103,9/19/2024,3137036,Home,Bank Transfer,Male,18-25,Bandung
TRANS036222,CUST00144,11/11/2023,2800953,Beauty,E-Wallet,Male,26-35,Surabaya
TRANS036223,CUST01978,7/19/2023,1544228,Beauty,E-Wallet,Male,26-35,Yogyakarta
TRANS036224,CUST01640,11/27/2024,4565909,Electronics,Bank Transfer,Female,18-25,Bandung
TRANS036225,CUST00164,1/18/2023,3627211,Fashion,Bank Transfer,Female,36-50,Denpasar
TRANS036226,CUST01165,6/11/2023,4646875,Beauty,E-Wallet,Male,18-25,Bandung
TRANS036227,CUST00446,9/14/2024,2210143,Fashion,Credit Card,Female,26-35,Medan
TRANS036228,CUST01318,11/2/2024,4038326,Beauty,Bank Transfer,Female,18-25,Denpasar
TRANS036229,CUST01518,7/27/2023,1362641,Home,Bank Transfer,Female,26-35,Jakarta
TRANS036230,CUST01822,10/26/2024,2374647,Fashion,Bank Transfer,Male,26-35,Jakarta
TRANS036231,CUST00237,6/14/2024,1033735,Fashion,Bank Transfer,Male,36-50,Medan
TRANS036232,CUST00958,10/27/2024,2129827,Sport,Bank Transfer,Male,36-50,Denpasar
TRANS036233,CUST01584,2/26/2023,3981037,Beauty,E-Wallet,Female,36-50,Medan
TRANS036234,CUST01501,1/8/2024,1191549,Home,E-Wallet,Female,18-25,Medan
TRANS036235,CUST01166,7/20/2024,960409,Electronics,Credit Card,Female,26-35,Denpasar
TRANS036236,CUST00287,8/5/2023,3543284,Home,Bank Transfer,Female,>50,Yogyakarta
TRANS036237,CUST00173,10/19/2024,1951641,Fashion,Bank Transfer,Female,18-25,Surabaya
TRANS036238,CUST01582,11/10/2024,3127781,Fashion,Bank Transfer,Male,36-50,Yogyakarta
TRANS036239,CUST00526,2/19/2023,3440664,Beauty,Credit Card,Female,18-25,Denpasar
TRANS036240,CUST00193,1/3/2023,242688,Fashion,Bank Transfer,Female,26-35,Medan
TRANS036241,CUST01996,12/10/2024,655602,Home,Bank Transfer,Female,26-35,Medan
TRANS036242,CUST00835,1/27/2023,1943461,Fashion,Credit Card,Female,26-35,Jakarta
TRANS036243,CUST01872,3/5/2024,2692442,Beauty,Bank Transfer,Male,18-25,Denpasar
TRANS036244,CUST01672,6/20/2023,207786,Home,Credit Card,Female,18-25,Surabaya
TRANS036245,CUST00616,8/18/2023,1850044,Beauty,E-Wallet,Female,18-25,Denpasar
TRANS036246,CUST00930,4/16/2023,1014055,Fashion,Bank Transfer,Male,26-35,Yogyakarta
TRANS036247,CUST01554,8/31/2023,3484494,Sport,E-Wallet,Female,26-35,Surabaya
TRANS036248,CUST01416,12/19/2024,1500349,Home,Bank Transfer,Female,26-35,Medan
TRANS036249,CUST00733,3/7/2023,4807758,Sport,Bank Transfer,Female,18-25,Bandung
TRANS036250,CUST00063,12/4/2023,1281878,Electronics,Bank Transfer,Female,36-50,Jakarta
TRANS036251,CUST00229,10/11/2023,2019680,Fashion,Bank Transfer,Female,18-25,Medan
TRANS036252,CUST01468,7/14/2024,4078409,Fashion,E-Wallet,Male,26-35,Yogyakarta
TRANS036253,CUST01392,11/23/2024,3959122,Home,Bank Transfer,Male,36-50,Surabaya
TRANS036254,CUST00561,7/12/2023,2525571,Beauty,Bank Transfer,Female,36-50,Surabaya
TRANS036255,CUST01283,7/5/2024,3750375,Beauty,E-Wallet,Female,36-50,Medan
TRANS036256,CUST00388,3/11/2023,324560,Beauty,E-Wallet,Male,26-35,Yogyakarta
TRANS036257,CUST00503,11/26/2023,4241592,Beauty,Bank Transfer,Male,26-35,Yogyakarta
TRANS036258,CUST01419,9/26/2024,3129228,Electronics,Bank Transfer,Female,18-25,Denpasar
TRANS036259,CUST01267,1/9/2023,3515632,Home,E-Wallet,Male,26-35,Jakarta
TRANS036260,CUST00115,7/2/2024,1042235,Electronics,Credit Card,Female,26-35,Yogyakarta
TRANS036261,CUST00900,2/9/2023,4381611,Beauty,E-Wallet,Male,18-25,Bandung
TRANS036262,CUST00438,9/19/2023,815999,Home,Bank Transfer,Female,26-35,Surabaya
TRANS036263,CUST01479,9/8/2023,2281842,Beauty,E-Wallet,Female,26-35,Bandung
TRANS036264,CUST00101,5/20/2024,240089,Electronics,Credit Card,Male,>50,Surabaya
TRANS036265,CUST00733,2/22/2023,3494541,Home,E-Wallet,Female,18-25,Bandung
TRANS036266,CUST01068,5/4/2024,78058,Sport,Bank Transfer,Male,>50,Surabaya
TRANS036267,CUST01322,9/10/2023,4830997,Sport,E-Wallet,Male,18-25,Surabaya
TRANS036268,CUST01836,4/15/2023,2370280,Beauty,E-Wallet,Female,26-35,Surabaya
TRANS036269,CUST00580,9/6/2024,1666737,Electronics,E-Wallet,Male,26-35,Bandung
TRANS036270,CUST01691,8/5/2023,2703173,Fashion,Bank Transfer,Male,36-50,Jakarta
TRANS036271,CUST00626,11/3/2023,4060498,Fashion,Credit Card,Male,>50,Surabaya
TRANS036272,CUST01654,6/17/2023,1985488,Sport,Credit Card,Male,18-25,Bandung
TRANS036273,CUST01489,7/17/2023,1395131,Sport,E-Wallet,Male,18-25,Medan
TRANS036274,CUST01439,11/15/2024,4764252,Beauty,Credit Card,Male,>50,Denpasar
TRANS036275,CUST00578,12/21/2023,3661420,Home,Bank Transfer,Female,26-35,Medan
TRANS036276,CUST01912,9/1/2023,1974162,Electronics,E-Wallet,Female,18-25,Yogyakarta
TRANS036277,CUST00731,11/26/2024,804056,Fashion,E-Wallet,Male,36-50,Medan
TRANS036278,CUST00368,9/14/2023,3489329,Home,Bank Transfer,Female,26-35,Yogyakarta
TRANS036279,CUST00899,10/6/2023,2885013,Home,Credit Card,Male,26-35,Surabaya
TRANS036280,CUST01274,12/21/2023,2614471,Fashion,Bank Transfer,Male,26-35,Surabaya
TRANS036281,CUST00727,12/28/2024,1647087,Beauty,Bank Transfer,Male,18-25,Medan
TRANS036282,CUST01586,3/28/2024,2163783,Sport,Credit Card,Male,26-35,Yogyakarta
TRANS036283,CUST01185,3/13/2023,2873871,Sport,Bank Transfer,Male,26-35,Jakarta
TRANS036284,CUST00459,7/7/2023,1292283,Sport,Bank Transfer,Male,26-35,Medan
TRANS036285,CUST01756,12/20/2023,3692730,Electronics,E-Wallet,Female,18-25,Denpasar
TRANS036286,CUST00362,8/23/2024,3936135,Fashion,Credit Card,Female,26-35,Medan
TRANS036287,CUST01513,6/19/2023,965264,Electronics,Credit Card,Female,>50,Bandung
TRANS036288,CUST01558,5/31/2023,3973935,Beauty,Bank Transfer,Male,26-35,Yogyakarta
TRANS036289,CUST00819,1/23/2023,759619,Beauty,E-Wallet,Male,18-25,Medan
TRANS036290,CUST01702,10/12/2024,2770390,Sport,Credit Card,Male,26-35,Surabaya
TRANS036291,CUST00768,9/12/2023,1835682,Sport,Credit Card,Female,18-25,Bandung
TRANS036292,CUST00366,2/27/2024,2266532,Electronics,Credit Card,Male,18-25,Yogyakarta
TRANS036293,CUST01594,8/13/2024,2906571,Home,Bank Transfer,Male,26-35,Yogyakarta
TRANS036294,CUST01717,9/9/2023,1695180,Sport,Bank Transfer,Male,26-35,Medan
TRANS036295,CUST01468,8/11/2024,887810,Electronics,E-Wallet,Male,26-35,Yogyakarta
TRANS036296,CUST01190,12/8/2023,314990,Home,Bank Transfer,Female,36-50,Surabaya
TRANS036297,CUST00300,3/6/2024,525395,Beauty,Bank Transfer,Male,26-35,Jakarta
TRANS036298,CUST00320,6/17/2024,3334906,Home,Bank Transfer,Male,26-35,Bandung
TRANS036299,CUST00355,1/2/2023,421675,Home,Bank Transfer,Male,36-50,Medan
TRANS036300,CUST00052,12/5/2023,4745000,Fashion,E-Wallet,Female,26-35,Yogyakarta
TRANS036301,CUST01702,7/28/2023,1806144,Home,Credit Card,Male,26-35,Surabaya
TRANS036302,CUST00607,7/22/2023,2297477,Electronics,Credit Card,Male,18-25,Denpasar
TRANS036303,CUST01045,8/7/2023,1295751,Home,Credit Card,Female,36-50,Denpasar
TRANS036304,CUST00703,4/15/2024,4748761,Home,Bank Transfer,Male,18-25,Denpasar
TRANS036305,CUST00101,5/27/2024,846393,Sport,Credit Card,Male,>50,Surabaya
TRANS036306,CUST00794,10/3/2023,1130575,Electronics,E-Wallet,Female,18-25,Yogyakarta
TRANS036307,CUST00637,9/24/2024,1514209,Electronics,Credit Card,Female,>50,Bandung
TRANS036308,CUST00752,8/6/2023,1238374,Fashion,Bank Transfer,Female,26-35,Medan
TRANS036309,CUST00460,3/14/2023,4196735,Beauty,Bank Transfer,Male,26-35,Bandung
TRANS036310,CUST01880,12/8/2024,2951217,Fashion,Credit Card,Female,18-25,Surabaya
TRANS036311,CUST00419,7/21/2023,298421,Beauty,E-Wallet,Female,18-25,Surabaya
TRANS036312,CUST00816,5/20/2024,1846925,Beauty,Credit Card,Female,36-50,Medan
TRANS036313,CUST01609,2/18/2024,4556237,Beauty,E-Wallet,Male,>50,Denpasar
TRANS036314,CUST00516,8/11/2023,1506658,Beauty,Bank Transfer,Male,>50,Surabaya
TRANS036315,CUST00012,11/4/2024,70362,Electronics,E-Wallet,Female,18-25,Denpasar
TRANS036316,CUST00576,4/11/2023,1104590,Home,Bank Transfer,Female,26-35,Yogyakarta
TRANS036317,CUST01757,7/28/2024,2877623,Fashion,Bank Transfer,Female,18-25,Medan
TRANS036318,CUST01773,9/27/2024,4203818,Electronics,Credit Card,Female,26-35,Denpasar
TRANS036319,CUST01910,6/28/2024,3478484,Beauty,Credit Card,Male,26-35,Yogyakarta
TRANS036320,CUST00399,10/16/2024,2722639,Sport,E-Wallet,Female,26-35,Medan
TRANS036321,CUST00973,6/10/2024,3526286,Home,Credit Card,Female,36-50,Jakarta
TRANS036322,CUST01776,9/19/2023,2026811,Sport,Bank Transfer,Male,>50,Medan
TRANS036323,CUST01342,6/7/2024,633922,Electronics,Credit Card,Female,26-35,Jakarta
TRANS036324,CUST01972,10/29/2023,183277,Home,Bank Transfer,Female,26-35,Denpasar
TRANS036325,CUST00847,11/14/2024,1317784,Home,Credit Card,Male,36-50,Surabaya
TRANS036326,CUST01287,7/22/2023,1480741,Home,E-Wallet,Male,26-35,Jakarta
TRANS036327,CUST01295,3/17/2023,2226479,Sport,Bank Transfer,Female,>50,Denpasar
TRANS036328,CUST00172,4/12/2023,241668,Home,Credit Card,Male,18-25,Medan
TRANS036329,CUST00537,10/16/2023,2326608,Electronics,Credit Card,Female,36-50,Yogyakarta
TRANS036330,CUST01410,6/27/2023,694791,Fashion,Bank Transfer,Female,18-25,Bandung
TRANS036331,CUST01855,5/23/2024,4140695,Beauty,E-Wallet,Female,26-35,Jakarta
TRANS036332,CUST00988,5/16/2024,3277642,Electronics,Bank Transfer,Male,26-35,Bandung
TRANS036333,CUST00404,3/20/2024,2923592,Beauty,E-Wallet,Female,26-35,Denpasar
TRANS036334,CUST00901,12/21/2023,997279,Home,E-Wallet,Male,18-25,Surabaya
TRANS036335,CUST01843,4/15/2023,2033748,Sport,E-Wallet,Male,26-35,Bandung
TRANS036336,CUST00327,6/13/2023,96318,Electronics,E-Wallet,Female,36-50,Bandung
TRANS036337,CUST01652,4/15/2023,4117174,Home,E-Wallet,Male,26-35,Surabaya
TRANS036338,CUST01439,12/17/2023,4312497,Home,Bank Transfer,Male,>50,Denpasar
TRANS036339,CUST01540,10/13/2023,3282327,Sport,Credit Card,Female,18-25,Jakarta
TRANS036340,CUST01890,12/8/2023,2782351,Beauty,E-Wallet,Female,26-35,Yogyakarta
TRANS036341,CUST01283,7/8/2023,533944,Fashion,E-Wallet,Female,36-50,Medan
TRANS036342,CUST01097,10/16/2024,1016407,Beauty,Bank Transfer,Male,>50,Denpasar
TRANS036343,CUST00465,1/30/2023,661203,Sport,E-Wallet,Female,26-35,Jakarta
TRANS036344,CUST01087,11/4/2024,2785570,Sport,Credit Card,Female,26-35,Jakarta
TRANS036345,CUST01914,5/28/2023,899306,Home,Bank Transfer,Male,>50,Yogyakarta
TRANS036346,CUST01449,9/6/2024,921499,Fashion,Credit Card,Female,26-35,Surabaya
TRANS036347,CUST00870,11/20/2023,958209,Sport,E-Wallet,Female,26-35,Yogyakarta
TRANS036348,CUST00830,12/18/2023,364349,Beauty,Bank Transfer,Female,18-25,Yogyakarta
TRANS036349,CUST00726,1/19/2024,3752668,Beauty,Bank Transfer,Female,26-35,Denpasar
TRANS036350,CUST01207,1/6/2023,1585222,Home,E-Wallet,Female,36-50,Yogyakarta
TRANS036351,CUST00610,8/12/2023,3571708,Sport,Credit Card,Female,18-25,Surabaya
TRANS036352,CUST01935,7/15/2023,1050739,Sport,Credit Card,Female,26-35,Denpasar
TRANS036353,CUST00056,4/7/2023,3298828,Home,Credit Card,Female,26-35,Jakarta
TRANS036354,CUST01612,10/19/2023,3983017,Beauty,Bank Transfer,Female,18-25,Jakarta
TRANS036355,CUST00840,10/23/2023,1401895,Sport,Bank Transfer,Female,26-35,Jakarta
TRANS036356,CUST01357,8/2/2024,3685545,Fashion,Bank Transfer,Female,26-35,Bandung
TRANS036357,CUST00654,3/3/2024,3267917,Electronics,E-Wallet,Female,18-25,Jakarta
TRANS036358,CUST01141,4/10/2023,3622278,Electronics,Bank Transfer,Female,26-35,Surabaya
TRANS036359,CUST00111,10/3/2024,3798764,Home,Bank Transfer,Male,18-25,Denpasar
TRANS036360,CUST00111,7/29/2023,275607,Sport,Bank Transfer,Male,18-25,Denpasar
TRANS036361,CUST00645,3/16/2024,2441487,Electronics,Credit Card,Male,18-25,Jakarta
TRANS036362,CUST01090,6/9/2024,2583695,Beauty,Bank Transfer,Male,18-25,Denpasar
TRANS036363,CUST01114,9/19/2024,4350126,Electronics,Credit Card,Female,18-25,Yogyakarta
TRANS036364,CUST00170,8/8/2024,2950138,Fashion,Bank Transfer,Female,26-35,Yogyakarta
TRANS036365,CUST00418,12/19/2024,2217147,Fashion,Bank Transfer,Male,18-25,Jakarta
TRANS036366,CUST00843,5/1/2023,2608326,Electronics,Bank Transfer,Male,>50,Yogyakarta
TRANS036367,CUST00870,8/25/2023,1523902,Home,E-Wallet,Female,26-35,Yogyakarta
TRANS036368,CUST00109,8/10/2023,3799157,Fashion,E-Wallet,Male,18-25,Bandung
TRANS036369,CUST00164,4/5/2024,4355931,Fashion,E-Wallet,Female,36-50,Denpasar
TRANS036370,CUST00474,6/11/2023,2537062,Home,Credit Card,Female,36-50,Surabaya
TRANS036371,CUST01261,4/11/2023,3547667,Beauty,Bank Transfer,Male,18-25,Jakarta
TRANS036372,CUST00155,12/21/2023,1418765,Home,Bank Transfer,Female,18-25,Surabaya
TRANS036373,CUST00029,2/22/2024,287393,Sport,E-Wallet,Female,18-25,Yogyakarta
TRANS036374,CUST00180,6/23/2024,4820945,Sport,Credit Card,Male,26-35,Surabaya
TRANS036375,CUST00370,6/2/2024,4887359,Fashion,Credit Card,Male,36-50,Jakarta
TRANS036376,CUST00180,3/18/2023,4119418,Electronics,E-Wallet,Male,26-35,Surabaya
TRANS036377,CUST00038,11/30/2023,3898967,Electronics,Credit Card,Male,18-25,Yogyakarta
TRANS036378,CUST00412,5/30/2024,751531,Electronics,E-Wallet,Female,18-25,Jakarta
TRANS036379,CUST01024,12/25/2024,3950535,Electronics,E-Wallet,Female,26-35,Jakarta
TRANS036380,CUST01094,9/22/2023,3246133,Beauty,Bank Transfer,Female,36-50,Medan
TRANS036381,CUST00896,5/20/2024,4841564,Electronics,E-Wallet,Male,36-50,Surabaya
TRANS036382,CUST01072,4/29/2023,150814,Home,Bank Transfer,Male,26-35,Denpasar
TRANS036383,CUST01452,5/5/2023,2104871,Electronics,E-Wallet,Female,26-35,Denpasar
TRANS036384,CUST01598,10/12/2024,4329980,Fashion,Bank Transfer,Male,26-35,Jakarta
TRANS036385,CUST00681,3/29/2024,1558927,Home,E-Wallet,Female,18-25,Denpasar
TRANS036386,CUST01875,5/28/2023,2275789,Home,Bank Transfer,Female,18-25,Denpasar
TRANS036387,CUST00281,12/13/2023,1821464,Fashion,Credit Card,Female,18-25,Medan
TRANS036388,CUST01587,4/10/2023,3211934,Sport,Bank Transfer,Female,26-35,Medan
TRANS036389,CUST01821,11/23/2023,1311558,Beauty,Credit Card,Male,26-35,Denpasar
TRANS036390,CUST01120,5/27/2024,4365013,Beauty,Credit Card,Male,18-25,Surabaya
TRANS036391,CUST01168,12/4/2023,1927668,Beauty,E-Wallet,Female,18-25,Denpasar
TRANS036392,CUST01062,12/15/2024,2371663,Beauty,E-Wallet,Female,18-25,Surabaya
TRANS036393,CUST01101,9/11/2024,4395348,Electronics,Credit Card,Male,18-25,Jakarta
TRANS036394,CUST01636,7/29/2023,2414134,Electronics,Bank Transfer,Male,26-35,Surabaya
TRANS036395,CUST00886,12/13/2024,2955656,Sport,Credit Card,Male,>50,Surabaya
TRANS036396,CUST00310,7/5/2024,2600928,Beauty,Bank Transfer,Male,26-35,Surabaya
TRANS036397,CUST00052,6/9/2024,2264903,Fashion,Credit Card,Female,26-35,Yogyakarta
TRANS036398,CUST01923,10/7/2023,2568687,Electronics,E-Wallet,Female,36-50,Medan
TRANS036399,CUST01580,9/10/2024,837029,Sport,Bank Transfer,Female,26-35,Surabaya
TRANS036400,CUST00207,5/25/2024,3215922,Fashion,E-Wallet,Male,18-25,Denpasar
TRANS036401,CUST00513,5/22/2023,81217,Fashion,E-Wallet,Female,26-35,Bandung
TRANS036402,CUST00734,2/21/2023,3275308,Home,E-Wallet,Female,>50,Medan
TRANS036403,CUST00140,10/31/2023,1058366,Electronics,Bank Transfer,Female,36-50,Jakarta
TRANS036404,CUST01187,2/6/2024,1452627,Fashion,Credit Card,Female,26-35,Surabaya
